Latitude,Longitude
55.70569154736842,-4.306152948611111
55.70569154736842,-4.288746641666667
55.70569154736842,-4.2763135652777775
55.70569154736842,-4.243987566666667
55.70569154736842,-4.2066883375
55.707076389473684,-4.3633451
55.707076389473684,-4.3136127944444445
55.707076389473684,-4.281286795833333
55.707076389473684,-4.27382695
55.707076389473684,-4.2166347986111115
55.708461231578944,-4.353398638888889
55.708461231578944,-4.3434521777777775
55.708461231578944,-4.2514474125
55.708461231578944,-4.2091749527777775
55.70984607368421,-4.3434521777777775
55.70984607368421,-4.191768645833333
55.71123091578947,-4.3633451
55.71123091578947,-4.308639563888889
55.71123091578947,-4.286260026388889
55.71261575789474,-4.358371869444444
55.71261575789474,-4.350912023611111
55.71261575789474,-4.2986931027777775
55.71261575789474,-4.278800180555556
55.71261575789474,-4.27382695
55.71261575789474,-4.234041105555556
55.71261575789474,-4.204201722222223
55.71261575789474,-4.196741876388889
55.7140006,-4.318586025
55.7140006,-4.2688537194444445
55.7140006,-4.189282030555556
